id,account_type
476317382,human
48236235,human
349177562,human
1069811420,human
35391199,human
8652512,human
305399525,human
217319143,human
878028362589118464,bot
2444232436,bot
453510918,bot
150996744,bot
2465466121,human
885524240,bot
888145681,human
272893712,human
452462357,bot
9963292,human
1680869150,bot
15730467,human
772384385609920512,human
772179253676896256,human
268961586,human
387450674,human
877353395538935808,bot
238028607,human
241698625,bot
940050242,bot
917505878,human
803412430193770496,bot
807229152612925440,human
242747238,human
34867057,human
495716215,bot
36439939,human
52430724,human
73140135,human
125568955,bot
219416510,bot
225445834,human
2932344784,human
50595800,bot
856426471,human
19924969,human
2301364213,bot
599001082,human
147589125,human
796252778066743296,bot
778553286022533120,human
2196506641,human
883951634,bot
2563770386,human
161482772,human
1602488347,human
178260000,bot
614467617,human
372508707,bot
3236431915,human
113248312,human
762841146,human
315623483,human
2728659003,bot
20711495,human
80480330,human
1885079629,human
99092563,human
6031442,bot
1711016023,human
1976043619,human
412354660,bot
38537315,bot
216533096,human
849266279848562689,bot
103024765,human
2530740348,bot
736750345095942144,human
786988812312449024,bot
837344043021570049,bot
710892812192124929,human
784471315898109953,bot
806067753505460225,human
822532286138748930,human
107481236,human
732736395891118083,bot
106170524,human
771923395961360389,bot
90704023,human
28838048,human
38799543,human
67635391,human
14944471,human
288884968,bot
35916009,human
278399214,bot
321390831,bot
205261048,bot
843798888481927168,human
2431387897,human
251136261,bot
188483855,bot
2253916442,human
1249904934,human
17828140,human
119802157,human
41421105,human
236980532,human
713039970680881153,bot
4820306248,bot
39586129,bot
2590771538,bot
248252756,human
879710844325703680,bot
896153708991590400,human
146540920,bot
420219280,human
231999899,bot
298060189,human
781888610320678912,human
772262928795992064,human
403179950,bot
24906161,human
877326428399779840,bot
262146488,human
369625532,human
842870779066945536,human
20449731,human
3266054594,human
37751238,human
877293082177306624,bot
18614747,human
2307656165,bot
5507572,human
12585462,human
177474041,human
25954814,human
787483152,human
405015059,human
4848093719,human
547097112,human
467991054,bot
111938071,bot
20711964,human
22284834,bot
3312192048,human
279185985,human
906758731,human
2532837963,human
878447185,human
592972389,human
60820070,bot
42207855,human
72878707,human
46926453,human
19925621,human
351799946,bot
3299871373,bot
790701621181292544,human
803570644843634688,bot
3077835414,human
124258971,human
19663518,human
37489316,human
803356645950627841,human
15731377,human
132385468,human
772455418455007234,human
227019467,bot
413403853,human
44829395,human
175639254,bot
460279825,human
2337802973,human
91491046,human
1516505838,bot
165153530,human
279710472,human
247991049,human
226757393,human
71568164,human
805571370,human
630459182,human
348654395,human
436996936,bot
61868891,human
73141088,bot
1219758966,human
3300133759,human
715918219,bot
4849142669,bot
23595924,human
18353044,human
393743257,human
310643621,bot
754373350676271104,human
265554862,human
2363231167,bot
4384885696,bot
772428274702090240,human
1233652698,human
103025630,human
24906723,human
46664677,human
132385773,bot
875894126855802880,bot
34343928,human
18091004,bot
379325443,bot
790629380,human
38973772,human
250350611,human
2610433058,human
64228387,human
20974645,human
483396662,human
342363193,human
2718436417,human
2171079759,bot
1002441816,bot
114035804,human
769633309722763264,human
875835223480557568,bot
2794720358,human
53218408,human
19139694,human
482610286,human
2158759025,bot
3979873394,bot
14421107,human
538446976,human
2573208707,human
71225650,bot
153619589,human
711050934109876224,human
27528339,human
784286171673145344,bot
2468088978,bot
556534934,bot
90967197,human
772293092900614145,human
231214259,bot
3178499254,human
292555960,human
1414794427,human
299371708,human
94899391,bot
122162381,bot
28052685,bot
38538449,human
2214071510,bot
637275359,human
304352481,human
357567715,human
2458389740,human
30412016,human
2560101619,human
1335364873,bot
109579534,human
323226897,bot
2992377108,bot
59247894,human
17304859,human
24382752,human
616303909,bot
1548750122,bot
315886893,human
210242862,human
81530160,human
149163313,bot
630197568,bot
772208410494459908,human
25693507,human
581438790,bot
703335756,bot
2459700563,bot
365694298,bot
244845936,bot
3332902257,bot
1891896709,bot
2729708935,human
848039305,human
382995849,bot
298585488,bot
544738709,human
498863526,human
875803402613260289,bot
1181748655,bot
20450738,bot
7081402,human
376966590,human
3257929151,bot
796091152437018624,bot
159387080,bot
1252265444,bot
2565606889,human
102239729,bot
2329415154,human
1979190776,bot
890648800095752192,human
544214527,bot
2818051585,human
823660038,human
267390486,human
177737258,human
599264817,bot
4162850356,bot
3121352247,human
266866249,human
42208855,bot
67636824,bot
21761627,human
479727198,human
64753254,human
209456754,human
31523146,human
189271687,bot
458755731,human
958334130827284481,human
58461854,human
583012000,human
956829350,human
123997878,bot
24907451,human
15732429,human
40898254,human
34868950,human
44306137,human
24383198,human
3506959932,human
464260842,human
24645354,bot
78384881,human
949948733831110657,bot
1037140892337954822,human
50859813,human
890673349818548224,human
272633657,human
24907585,bot
23859014,human
42733384,human
2919763790,human
134745940,human
61869915,human
269225854,human
18091904,human
453513089,bot
164438347,human
1289228173,human
6819732,human
415764375,bot
324538274,human
88084392,human
197660588,bot
22548403,human
19926982,human
966837667282513925,bot
139202541,bot
87035888,human
709923207847874560,human
758382951532859393,human
928314603376742400,bot
790302681537449985,human
780929716173672452,bot
94900238,human
3017805851,bot
189009947,human
2837712923,human
739774489,bot
137367585,bot
141299741,bot
1589907487,human
258478116,bot
55840808,human
877428455352217600,bot
294916156,bot
772475576779214848,human
772155842233831424,human
256643151,human
766226088515276800,human
4469821522,bot
805556194698006528,human
347607131,bot
2929725533,bot
36704352,human
20189287,human
1059852410,human
206049405,human
1006785817514250240,human
116134032,bot
790680,bot
423891097,human
513112719,bot
2258112673,human
353636529,human
406065351,human
80744646,human
46318078,human
1360531694,human
56627441,human
634130682,human
193728764,human
2295337212,bot
920391689147244544,bot
3287027977,bot
240128281,human
39325978,human
113512735,human
1202983213,human
876868437498363904,bot
268439864,human
1118951206448181248,bot
2336493886,human
318924291,human
16257347,bot
423104853,bot
25956690,human
378278231,human
874379332579405826,bot
46928242,human
16519549,bot
466882955,human
3014398348,bot
41161102,bot
707903036941684736,bot
360714671,human
1069375476622344192,bot
790984,human
232526281,bot
2305036753,human
3299611091,bot
1586237918,bot
807670261,bot
382996982,bot
2675708408,human
1223430648,bot
22024720,human
786960912,bot
2267288083,human
84152857,human
163582516,human
286790217,human
20451915,human
722794248618188800,bot
327422553,bot
545520971,bot
206049898,human
327684727,human
635966074,human
88576304,human
388502138,human
85725829,human
39588492,human
114299539,human
78385842,human
3246396084,human
111678148,human
137630414,human
299373263,human
3014136535,human
81007322,human
2171867880,human
531632887,bot
532157179,human
3020165893,human
32248589,human
352064277,human
10228502,human
718050444191404032,human
885003066,human
227545922,human
1162875732,bot
31462230,human
1871975262,human
141300574,human
20714349,human
193205108,human
448009084,human
762698866407858176,human
127931276,human
3233551254,human
791449,bot
1970279328,human
1862538146,bot
421532582,human
878449580,human
22549433,human
27530178,human
469504967,human
269489101,human
27530219,human
3259503600,bot
4905513086,bot
2310280190,human
1219499012,bot
99881991,bot
38802447,human
608703511,human
1028142835059417088,bot
23335967,human
824737191393779712,human
605819946,human
358880317,human
4112258113,bot
437523529,bot
406590542,bot
339219535,human
895400182111719424,human
618665044,human
70784114,human
236197005,bot
28054681,human
42472602,human
3349157019,human
1042814112,human
243799204,human
393483438,bot
4733801655,bot
4761064634,human
537662656,bot
1476400334,bot
37229778,human
831720146091716608,bot
1293948120,human
247469280,human
480777445,human
393483500,bot
1599608046,human
563090687,bot
416814339,human
62919941,human
714996796582264832,bot
629413127,bot
472388869,human
190846228,human
851711263,bot
901276986152058881,human
62657834,human
273159476,human
22549812,human
71308607,human
81794383,human
23598426,human
28054874,bot
21763420,human
3247445346,human
224925029,human
366744934,human
57152873,bot
1337464171,bot
76289403,human
708394182595883008,bot
820170949215432704,bot
781941661848875008,bot
772315241212325888,bot
788107421629591552,human
786284811212075010,bot
962841941242150912,human
104600968,human
748874756896632834,bot
772318677068722178,human
703135557707149316,bot
2882278812,human
849151040918257665,bot
598218154,human
2267026862,bot
764417455,bot
5248441,human
3222279645,human
359667189,human
2226473150,human
128718338,bot
221255171,human
635704839,bot
2782664203,human
2315523596,human
221517327,bot
149952019,human
913028718377005056,bot
222565914,human
2151945757,human
160175660,human
2683835948,human
14423603,human
115873334,bot
911663031322595328,human
74192447,bot
18880069,human
2714244679,bot
2448430657,human
950406353973071873,bot
78648922,bot
154670681,human
37492323,human
875454944509272064,bot
3236435570,human
764155508,bot
264771201,human
38540936,human
106960532,human
574101143,human
173807264,bot
77338274,human
47191725,bot
354162350,bot
451679919,bot
547362491,bot
28055231,human
1195120315,human
806778079074873345,bot
153861776,bot
29365968,human
279189207,human
358356698,bot
257169121,human
131340008,human
79173358,human
15472368,human
719066864,bot
33036023,bot
18618120,human
328210196,human
27531031,human
877308427692908546,bot
786029080504332288,human
118757160,human
19404587,human
109057836,human
26744624,human
61347634,bot
4228388660,human
619452225,bot
85989198,bot
20453211,human
2717390700,human
2930775934,bot
535566212,human
4257748887,human
386668440,human
321394589,human
1058805697,bot
485758924,human
85465037,human
450631633,bot
82843602,human
1058739403995168768,human
445913056,human
970024894804189184,bot
3132102629,human
988288998,bot
322443251,human
772387996972748800,human
1002706964,human
275519511,human
51386401,bot
762076581506453505,human
383260714,bot
3011254314,human
22926618,human
772701126043074560,human
2984777777,human
526391347,bot
153098292,human
1648367670,bot
22812734,human
351541320,human
18341548,human
35657831,human
776132978405675012,bot
1537480820,bot
278927480,bot
36968571,human
43522180,human
24647812,human
2518685834,human
574888084,bot
229906582,bot
499914913,human
416028833,human
15210670,bot
162535607,bot
489953461,human
120330430,human
758388938,human
1004804740105035777,human
485234907,bot
517478622,bot
159389938,human
24910075,human
6297852,human
1006639362,bot
579606790,human
3042187528,bot
343939339,bot
466360589,human
330832162,human
383785250,human
743446825,bot
216799530,human
572266794,human
184031532,human
305928496,human
1453070640,human
779210259315523584,human
44570946,human
979638601,human
21728303,human
292559186,human
370940248,bot
252713307,human
2975340894,human
174070110,bot
2331253086,bot
1334581620,bot
458234232,human
171972995,human
266344843,human
331094411,human
1262229906,human
308287890,bot
2397575574,human
250878364,human
98310564,human
69474732,human
20978103,human
343415230,bot
775785142761717761,human
537139665,bot
176429522,human
179837404,human
18094575,human
26483183,human
191633906,human
766740078395740161,bot
351017477,human
4066646536,human
90708489,human
123214345,bot
938598744747941888,human
253499949,human
208149044,bot
711465529,bot
1571560004,bot
104340042,human
2969049684,human
34609754,human
3312196192,bot
132389474,human
297802340,bot
56892019,human
139205255,human
772416963603734528,human
781221599315894272,human
783292921114140672,human
52173465,human
51124892,bot
47717027,human
555489955,human
24910515,human
2504530616,human
4429191869,bot
2689342147,bot
2220366536,human
344726222,human
849040777485406208,bot
829460244904308736,bot
632822483,bot
2617776859,human
2983205608,human
41425651,human
2483034871,bot
3319274241,human
1048582915,bot
168565518,human
358095633,human
126360358,human
2453936953,bot
20716349,human
754969814951718912,human
36182872,human
554703706,bot
708029961681170433,human
376183647,human
2617776990,human
35134309,bot
2952010610,human
4180417402,bot
884743057,human
1526209446,human
812486551305228288,bot
2652904381,bot
772255106049900544,human
400825292,bot
19405774,human
250354638,bot
243801041,human
3122666452,human
160963548,human
1356078050,bot
128457700,human
328473577,human
849175990140096512,bot
144972794,human
1150295048,bot
2480413705,human
2941589266,human
981755559195086848,bot
910753124268281856,bot
815537202,human
258481206,human
114826297,human
506993721,human
439884868,human
3337625362,human
2383682650,human
418389089,human
751240947250323456,human
189013094,human
95951978,human
16522350,human
443030647,human
268853732,human
96738439,human
4696841353,human
714349706,human
460332176,bot
15998107,human
772441411958571008,human
50863281,human
82058420,human
574627008,bot
301472967,human
1005564252948582401,bot
375135445,human
300948695,human
83314414,human
122428644,human
790017240733278208,bot
793830,human
231218407,bot
766109803764736001,bot
772186930427682817,human
877364038413541377,bot
766311361211228161,bot
38804737,human
92544265,human
960765194,human
2283543823,human
22813970,human
17308959,human
279452961,human
81534243,human
78126385,human
877301912487378944,bot
2291670331,human
1674845502,bot
2559057222,bot
221519183,human
2404916575,bot
92020072,human
807411049,bot
4170980712,human
65281389,bot
52436334,human
2769558896,bot
3131317623,human
225713528,bot
86252928,human
24124800,human
352591232,human
2895125889,human
2995002759,human
42999181,human
318512526,bot
1148460439,human
53222815,human
358358444,bot
771904453700116480,bot
729072736291717120,human
211557827,bot
15736267,human
1649155531,bot
155196890,human
1917328862,bot
890680536821256192,human
1466703355,human
37494271,human
101719553,bot
73670148,bot
9444872,human
1135877646,human
3046120975,bot
204742161,human
31464977,human
700980756,human
234626588,bot
1407458851,bot
33824300,bot
69475887,human
64757296,human
563093052,human
1379409475,human
832797684142481409,bot
18619979,human
193732179,human
4810350176,bot
3299614305,bot
538713703,human
17833574,human
348659308,human
2871008877,bot
4913372784,bot
96738962,human
958873710391447553,bot
22552228,human
24649385,human
1600134836,human
285482683,bot
67378896,human
16785108,human
223354589,human
14425825,human
1528307430,human
2240552686,human
38543097,human
923722600848809989,bot
602939177,human
361504553,human
599269165,human
93069110,human
897130996386205696,human
319561543,human
886841173,human
2895126367,human
1936465760,human
557850467,bot
261715746,human
97525613,human
21766005,bot
3943702392,human
1476403086,bot
14688144,human
810761243048951808,human
162799522,human
553131938,human
399777705,bot
277094318,human
880025521,human
747489864078090240,human
152313793,human
1614290886,human
901417443633098756,human
595075029,bot
159915997,human
58466292,human
69476342,bot
892071119666245638,bot
847586905977790464,human
848760805428305920,human
789174820864794624,human
779417371282776064,bot
881146017982193664,bot
1007427595,human
877319940465762311,bot
28057645,human
3185320003,bot
146808904,human
765660812438605824,bot
772041847497756672,human
772708087119679488,human
2540707927,human
245112920,bot
14164058,human
2426151005,human
798396768627134465,human
14426212,human
523247729,bot
65544317,bot
2505580688,human
65806493,human
2900631716,bot
17047744,human
1389895872,human
56631494,human
787751112,human
1027350758,human
23863527,human
59515114,human
2285379818,bot
38019317,human
58466556,human
596123913,human
1067458832,bot
948982405838397441,bot
330309918,human
2309234977,bot
24912175,human
916836419636736000,bot
849154677061103616,bot
2435615786,human
1041244478,human
3287818560,human
44310851,bot
2246320453,human
899954647221317633,bot
957420619494240257,bot
1204560211,bot
1090789722,human
3676578139,human
849431707283533826,bot
4788593001,human
8557,human
926425458,bot
229122421,human
806363527,bot
207364487,human
523248016,human
605823380,bot
878994949072502785,bot
225190303,human
223617437,bot
2367911,bot
55058890,human
364913101,bot
417341905,bot
558899674,bot
915677660,bot
111157725,human
749170170413940736,bot
15999465,human
216539627,human
1549017577,bot
856669623319756801,human
42213904,human
19407380,human
2882019862,bot
87302683,human
249307694,bot
291775035,human
185344587,human
289677927,bot
831985684105875456,bot
64758396,human
185344640,human
16523905,human
144450196,human
439362217,bot
876300061134782464,bot
702030516,bot
41165496,bot
2430608059,bot
38281921,human
708104123237998592,bot
54534867,human
4068221660,human
120070884,human
897852133,human
3091735275,bot
131867389,human
35922689,bot
801383178,bot
132915985,bot
245900053,bot
819733272,human
23339809,bot
137372452,human
147071780,human
28320551,human
241967919,bot
18621244,human
552346427,human
36447047,bot
1067197260,bot
1244668758,human
116663132,human
242754403,bot
18359142,bot
386147179,bot
327164781,human
15737712,human
848565665283919872,bot
15475578,human
3319800715,human
568599438,bot
127148945,human
62661530,bot
192422813,human
20456357,human
39330733,human
3327665070,human
72360880,human
17310646,human
150479805,human
373564351,human
459023288,human
325329890,human
186655721,human
524035064,bot
214705156,human
438838278,human
14689295,human
86254626,human
192685104,human
725099575,bot
591406136,bot
538453053,bot
176956485,human
28845134,bot
119284832,bot
868105475212152832,bot
27272300,human
3229361280,bot
368059521,human
3383239815,bot
772083903771336704,human
1881679015,human
234890425,human
765811295966879745,bot
19932359,bot
1085809868,human
6300882,human
46408916,bot
224666841,human
2547262693,bot
1069294838,human
88089846,human
31204607,human
834514541216161796,bot
712318166278340608,human
877351845735170048,bot
66331922,human
248259880,human
470295859,bot
2869962041,human
361506105,bot
786179388,human
159917376,human
1197221184,bot
775205349364203520,bot
113517906,human
304358738,bot
202122581,bot
284435811,bot
626533732,human
842898461859205120,human
14689651,bot
21767545,human
245900668,human
897157404760125444,bot
731842769724026885,bot
28321195,bot
124003770,human
1924933056,human
264250824,bot
24126930,human
4756088280,human
233317848,human
17049057,human
2706384356,bot
53487108,human
1907893790,bot
25699873,human
63186469,human
899163692,human
543958578,bot
738481556914884608,bot
1248339528,human
130557513,human
2318935633,human
73934423,human
923747634770190336,bot
2733647492,bot
1376003718,bot
3309315723,bot
14952077,human
2340955790,human
386934416,human
387720865,human
160179878,human
17049258,human
211560100,bot
1068770988,human
69478068,human
302786232,human
144189115,bot
274212548,bot
2666800839,human
262940385,human
623388393,bot
762062570,human
862610528711188480,bot
157034224,human
209725175,human
731653874,human
3192923899,human
877318215524917249,bot
1664100104,human
109586193,human
908338963,human
765661747114045440,bot
47720230,human
772035618704617472,human
772604731399237632,human
64759598,human
82323247,bot
67683993,human
17573691,human
350496574,human
6825792,human
84682569,human
91236173,bot
480782173,human
239085423,human
2346985328,human
366225283,human
4372811421,human
61351826,human
14690197,human
152315807,bot
47458213,human
55060406,human
160966590,bot
24651716,human
70789063,human
572532687,bot
50603989,human
10202,human
435169246,bot
1469065189,human
818423798,bot
119023613,human
3050579969,human
569649154,human
281815044,human
1181493252,bot
20195338,human
87828501,human
19146778,human
44312605,human
147859496,human
283912250,human
309340221,human
2900371521,bot
4173867083,human
14166096,human
163326035,human
66857043,human
771882960459034624,bot
19671129,human
219424871,human
1947740268,human
877392437991399428,bot
1950361723,human
244328573,human
105916557,human
108538006,human
142092456,human
424683689,human
893183646882037760,bot
297806001,bot
172501174,human
101722294,bot
942627865841033216,human
494414022,human
357837002,human
43526348,human
178268369,bot
14166235,human
955086973529677825,human
3385862362,human
196356335,human
61876481,human
218638594,bot
313534723,human
27797775,human
35662094,human
19409170,human
3026987292,human
170404126,human
2463115566,human
700197168,bot
124004658,human
19409213,human
124266832,bot
1598040416,bot
244328801,human
2254711136,bot
849259167902838784,bot
876627031030738944,bot
2598644083,bot
142616951,bot
147073395,bot
61876611,bot
878667360344977409,human
19933582,bot
18622869,human
17312175,human
47983027,bot
191113666,bot
2458134986,bot
235416033,human
161491438,human
877525704350609413,bot
3253217774,human
440674828,bot
877324653819076608,bot
1007430182,bot
31205928,bot
34875946,human
22293055,human
34351681,human
423373395,bot
359934549,human
73935457,human
32778849,bot
857218817080119296,human
39856740,human
2632291,human
244591207,human
301738604,human
36711022,human
914301806045515777,bot
126626424,bot
918039157,bot
365701765,bot
765793607165026304,bot
940059289,human
570436252,human
164375201,human
7350962,human
202648252,bot
34613951,human
982071186069712896,human
836512454,bot
3867945679,human
740485217220218880,bot
156248786,human
509094610,bot
2195466974,human
174074593,human
703446882,human
486025962,human
49031917,human
76294950,human
56109876,human
991439671,human
2738629435,bot
749742914,human
765901945135624192,bot
544484168,human
5778272,human
433335138,bot
35400566,human
137112436,bot
16788346,human
2201496456,human
840237331718193153,human
23079826,human
1952721812,human
2990025622,bot
37759903,bot
20196258,human
783802810194235392,bot
127151020,human
1618226095,human
68168633,human
313535420,human
1467755485,bot
1069558752,bot
7089122,bot
824978402,bot
825502693,bot
115616741,human
1114385382,human
30944238,human
516959215,bot
44051445,bot
969944072,bot
99626000,human
33041426,human
231222291,human
244591635,bot
313797650,human
2873895959,human
95693853,human
181152803,human
836774948,bot
380382249,human
11545652,human
511192113,human
898164979492323328,human
1002691095829057538,bot
3262917734,human
856338681694609408,human
113519733,human
513551486,human
572009599,bot
413936774,human
1297362074,bot
3065261233,human
841920311985618944,human
62926027,human
232533199,human
357051601,human
443034834,human
1503407317,bot
240659673,bot
876790965918326789,bot
88091871,human
1080306914,human
350760161,human
333982951,human
138161380,human
3239255449,bot
772381192033304576,human
194522360,human
450899201,human
592981251,bot
828821884506615808,human
881675804396187648,human
3339988251,bot
2275945756,human
2887265578,human
42741058,human
33566025,human
703478091373412352,human
79965526,human
407121243,bot
25963876,bot
10759542,human
180366734,bot
21051995,human
181939619,human
3243781561,human
2437164474,human
1388588480,human
781725127,human
29633991,human
198716877,human
2348821969,bot
2567974389,human
66334209,human
2302422529,human
97529353,bot
328740380,human
1243360801,human
181677613,bot
637021745,bot
85732915,human
810823220,bot
1480601168,bot
385625684,human
2929995348,bot
1267740247,human
593243747,bot
128986726,bot
96480872,human
1420308074,human
152055403,bot
35139186,human
257699456,human
17051264,human
20983433,human
16264842,human
65810061,human
54275740,human
2379230882,human
154676911,bot
145239732,human
158609072,human
3092000439,bot
512503474,human
85733061,bot
321400525,bot
873739755510431745,bot
205270748,human
353119967,human
484454111,bot
178794231,human
4112264953,bot
137113355,human
1636839182,bot
22818577,human
122695446,human
2944675615,bot
21507883,human
1032073004,bot
299380526,human
49819445,human
23605048,human
256388924,human
61615934,human
254291780,bot
432287562,bot
424423249,human
14167911,human
3285462894,human
817911806261940224,human
16527219,human
587673904,human
126365567,bot
9973642,human
315895692,human
849212552764682242,bot
712515362282160128,bot
857682558968098816,bot
283914149,human
147599290,bot
95956928,human
40906691,human
77082564,bot
884232530412568576,bot
772109565882138624,human
22032347,human
153628643,human
547893235,human
1949052924,human
777500854970494976,human
895001616801083393,human
781497063598993409,bot
953705149263785989,bot
979916012786036741,human
171716615,human
129773589,bot
1150824470,human
1955344410,human
780312321608585216,human
139735083,human
2190487609,bot
18100286,human
2303471682,bot
839588620596088832,bot
835194008179773440,bot
720776981894336512,bot
235417676,human
49295459,bot
896020579,human
115093611,human
25178222,human
12595312,bot
43528309,bot
63189112,human
77082759,human
393490561,human
247476364,human
301215890,human
21246105,human
27013292,human
155988151,human
21246151,human
75509967,human
878062263067922432,bot
495464666,bot
1572352226,bot
12522,human
2265198828,human
124268785,bot
97267957,human
1089220854,bot
1002185173847498752,bot
23081234,human
95957272,human
37761307,human
228602149,bot
329789735,human
101986616,human
2920034615,bot
508309815,bot
195572032,bot
41169223,human
145240393,human
68956490,bot
167784791,human
59257180,human
2797875551,bot
45363552,human
255603041,human
1002713917011976192,human
80490861,human
41431407,human
989081978,bot
605565315,bot
20197770,human
6304142,human
70791572,human
15217047,human
1038889368,bot
1566847392,human
145764818,human
2811769316,human
155726313,human
621031921,bot
18625001,human
444084726,human
517747193,human
4765790730,bot
10760722,bot
728164359927648256,human
2968007206,human
326119975,human
2491575438,bot
296235573,human
129774151,human
265826890,human
1965044298,bot
261370455,bot
814709364665843717,bot
208155240,human
618410603,human
533475949,human
96237097,bot
388248248,human
1707356868,human
45626053,human
240399054,bot
2877305570,human
159920872,human
130560749,bot
595079922,human
383791868,human
2537304831,human
2860004098,bot
17314576,human
957625104,bot
2187604761,human
2786079517,human
50082596,human
6042412,human
130822961,bot
2771923762,human
95957819,human
2208052035,bot
267291796,human
283915091,human
184824665,bot
38548316,human
2906141538,bot
1245459300,bot
18887526,human
26887844,bot
288371565,human
31994747,human
3584045957,bot
7091082,human
212874126,bot
50869138,bot
872690580,bot
47199132,human
23868323,bot
547369892,bot
128988068,bot
2290365356,bot
115618738,bot
131609541,human
13253,human
237253585,bot
4078973908,bot
3343397847,bot
21771224,human
2171614173,bot
2857120741,human
27014121,human
1451242477,bot
728249330,bot
633615363,bot
554447877,bot
950285336,bot
153367582,bot
2437690412,human
66860079,bot
846476335,human
306459703,human
84685887,human
18101319,human
3535549513,human
204223574,human
1144796250,bot
2864723044,bot
15789922,bot
940533994038464512,bot
872900082366124032,human
80753785,human
1164457087,human
1021082022771658753,bot
851595660256317441,human
256128144,bot
2569286801,human
1010968620866965506,bot
868185435293585410,human
772446853073887232,human
2555393190,human
223098029,human
772481473463083009,human
234632384,human
619459776,human
3020960979,human
2337289428,bot
774156320245100544,bot
191640788,human
103560407,human
248526039,human
25441505,human
3138139362,human
366752994,bot
605304039,human
52053744,human
1655715067,human
289420546,bot
4161025282,human
784682053899911168,bot
2462856456,human
929576222,bot
17315107,human
35927341,human
1586501,human
972830029,human
130823503,human
87307603,bot
122959195,human
3041670492,human
450377058,human
1558984046,human
338703740,human
825698658695905280,bot
901665807112994816,human
388511114,human
500708743,human
5780882,human
1006384532,human
467940761,bot
70006177,human
844641714,human
1138505143,human
739784130,human
21771720,human
1638413773,human
18101713,human
313538005,human
315897302,bot
344471001,human
247215575,human
234632672,human
276837866,human
28063219,human
3290445301,human
3342087699,human
2995533342,human
772225882924744705,human
242759237,human
785397318,human
502281810,human
